Site ID,Site name,Relates to individual placed at non-funded non-licensed OPR?,SOR ID,Confidential private SOR,Status,SOR Initiator,Date of Serious Occurrence,Time of Serious Occurrence,Date of Report Submission,Time of Report Submission,Last Update Date,Last Update Time,Update Due Date,Revision Due Date,SOR Level,Media attention,# of individuals,# of unique non-client individuals (associated to specific COVID 19 SORs),# of unique categories,Categories
SYN-SITE-06,Synthetic Site F,N,SYN-E00315,,Closed,,2026-06-04,14:00:00,2026-06-04,15:00:00,2026-06-04,15:00:00,,,1,N,1,0,2,
SYN-SITE-05,Synthetic Site E,N,SYN-E00316,,Closed,,2026-06-03,01:45:00,2026-06-03,02:45:00,2026-06-03,02:45:00,,,2,N,2,0,3,
SYN-SITE-06,Synthetic Site F,N,SYN-E00317,,Open,,2026-06-21,17:00:00,2026-06-24,18:00:00,2026-06-28,18:00:00,,,1,N,3,0,4,
SYN-SITE-02,Synthetic Site B,N,SYN-E00318,,Closed,,2026-06-23,20:15:00,2026-06-24,21:15:00,2026-06-27,21:15:00,,,1,N,1,0,2,
SYN-SITE-03,Synthetic Site C,N,SYN-E00319,,Under Review,,2026-06-05,09:00:00,2026-06-06,10:00:00,2026-06-09,10:00:00,,,1,N,2,0,3,
SYN-SITE-05,Synthetic Site E,N,SYN-E00320,,Closed,,2026-06-15,03:45:00,2026-06-16,04:45:00,2026-06-17,04:45:00,,,2,N,1,0,2,
SYN-SITE-01,Synthetic Site A,N,SYN-E00321,,Closed,,2026-06-14,07:00:00,2026-06-14,08:00:00,2026-06-16,08:00:00,,,2,N,3,0,4,
SYN-SITE-04,Synthetic Site D,N,SYN-E00322,,Closed,,2026-06-22,02:15:00,2026-06-23,03:15:00,2026-06-23,03:15:00,,,2,N,0,0,0,
SYN-SITE-01,Synthetic Site A,N,SYN-E00323,,Open,,2026-06-27,20:30:00,2026-07-02,21:30:00,2026-07-06,21:30:00,,,2,N,1,0,2,
SYN-SITE-06,Synthetic Site F,N,SYN-E00324,,Closed,,2026-06-17,11:15:00,2026-06-22,12:15:00,2026-06-23,12:15:00,,,2,N,2,0,3,
SYN-SITE-02,Synthetic Site B,N,SYN-E00325,,Closed,,2026-06-10,09:30:00,2026-06-11,10:30:00,2026-06-11,10:30:00,,,1,N,1,0,2,
SYN-SITE-05,Synthetic Site E,N,SYN-E00326,,Under Review,,2026-06-20,02:30:00,2026-06-20,03:30:00,2026-06-21,03:30:00,,,2,Y,1,0,2,
SYN-SITE-03,Synthetic Site C,N,SYN-E00327,,Under Review,,2026-06-27,03:45:00,2026-06-28,04:45:00,2026-07-02,04:45:00,,,1,N,1,0,2,
SYN-SITE-02,Synthetic Site B,N,SYN-E00328,,Open,,2026-06-05,18:45:00,2026-06-05,19:45:00,2026-06-08,19:45:00,,,2,N,1,0,2,
SYN-SITE-05,Synthetic Site E,N,SYN-E00329,,Closed,,2026-06-06,12:45:00,2026-06-07,13:45:00,2026-06-08,13:45:00,,,1,N,1,0,2,
SYN-SITE-03,Synthetic Site C,N,SYN-E00330,,Closed,,2026-06-11,09:15:00,2026-06-11,10:15:00,2026-06-13,10:15:00,,,1,N,1,0,2,
SYN-SITE-05,Synthetic Site E,N,SYN-E00331,,Closed,,2026-06-30,17:00:00,2026-07-03,18:00:00,2026-07-07,18:00:00,,,2,N,1,0,2,
SYN-SITE-03,Synthetic Site C,N,SYN-E00332,,Closed,,2026-06-22,08:45:00,2026-06-22,09:45:00,2026-06-24,09:45:00,,,1,N,2,0,3,
SYN-SITE-04,Synthetic Site D,N,SYN-E00333,,Under Review,,2026-06-10,15:00:00,2026-06-10,16:00:00,2026-06-10,16:00:00,,,1,N,2,0,2,
SYN-SITE-02,Synthetic Site B,N,SYN-E00334,,Closed,,2026-06-22,01:45:00,2026-06-22,02:45:00,2026-06-24,02:45:00,,,2,N,1,0,1,
SYN-SITE-06,Synthetic Site F,N,SYN-E00335,,Under Review,,2026-06-14,01:00:00,2026-06-14,02:00:00,2026-06-16,02:00:00,,,2,N,1,0,1,
SYN-SITE-06,Synthetic Site F,N,SYN-E00336,,Open,,2026-06-10,09:00:00,2026-06-11,10:00:00,2026-06-14,10:00:00,,,2,N,1,0,2,
SYN-SITE-01,Synthetic Site A,N,SYN-E00337,,Closed,,2026-06-13,13:15:00,2026-06-13,14:15:00,2026-06-17,14:15:00,,,2,N,1,0,2,
SYN-SITE-01,Synthetic Site A,N,SYN-E00338,,Open,,2026-06-09,03:15:00,2026-06-09,04:15:00,2026-06-13,04:15:00,,,1,N,2,0,3,
SYN-SITE-03,Synthetic Site C,N,SYN-E00339,,Closed,,2026-06-02,03:00:00,2026-06-05,04:00:00,2026-06-06,04:00:00,,,2,N,1,0,1,
SYN-SITE-06,Synthetic Site F,N,SYN-E00340,,Open,,2026-06-20,12:00:00,2026-06-20,13:00:00,2026-06-24,13:00:00,,,1,N,1,0,1,
SYN-SITE-03,Synthetic Site C,N,SYN-E00341,,Closed,,2026-06-25,04:45:00,2026-06-25,05:45:00,2026-06-27,05:45:00,,,1,N,1,0,1,
SYN-SITE-03,Synthetic Site C,N,SYN-E00342,,Open,,2026-06-11,01:15:00,2026-06-13,02:15:00,2026-06-14,02:15:00,,,2,Y,1,0,1,
SYN-SITE-02,Synthetic Site B,N,SYN-E00343,,Closed,,2026-06-13,05:00:00,2026-06-14,06:00:00,2026-06-18,06:00:00,,,1,N,1,0,2,
SYN-SITE-04,Synthetic Site D,N,SYN-E00344,,Closed,,2026-06-30,14:00:00,2026-07-02,15:00:00,2026-07-06,15:00:00,,,2,N,1,0,2,
SYN-SITE-02,Synthetic Site B,N,SYN-E00345,,Closed,,2026-06-01,05:15:00,2026-06-01,06:15:00,2026-06-02,06:15:00,,,2,N,0,0,0,
SYN-SITE-04,Synthetic Site D,N,SYN-E00346,,Open,,2026-06-13,08:00:00,2026-06-14,09:00:00,2026-06-18,09:00:00,,,2,N,1,0,2,
SYN-SITE-04,Synthetic Site D,N,SYN-E00347,,Closed,,2026-06-23,02:00:00,2026-06-25,03:00:00,2026-06-29,03:00:00,,,1,N,3,0,4,
SYN-SITE-06,Synthetic Site F,N,SYN-E00348,,Under Review,,2026-06-07,20:00:00,2026-06-07,21:00:00,2026-06-08,21:00:00,,,2,N,1,0,2,
SYN-SITE-04,Synthetic Site D,N,SYN-E00349,,Under Review,,2026-06-05,11:45:00,2026-06-05,12:45:00,2026-06-06,12:45:00,,,2,N,1,0,1,
SYN-SITE-02,Synthetic Site B,N,SYN-E00350,,Closed,,2026-06-13,00:15:00,2026-06-15,01:15:00,2026-06-16,01:15:00,,,1,N,1,0,2,
SYN-SITE-01,Synthetic Site A,N,SYN-E00351,,Closed,,2026-07-20,01:15:00,2026-07-21,02:15:00,2026-07-22,02:15:00,,,2,N,2,0,3,
SYN-SITE-02,Synthetic Site B,N,SYN-E00352,,Closed,,2026-07-22,16:00:00,2026-07-23,17:00:00,2026-07-23,17:00:00,,,2,N,1,0,2,
SYN-SITE-02,Synthetic Site B,N,SYN-E00353,,Open,,2026-07-16,04:00:00,2026-07-18,05:00:00,2026-07-21,05:00:00,,,1,N,2,0,3,
SYN-SITE-02,Synthetic Site B,N,SYN-E00354,,Under Review,,2026-07-02,04:00:00,2026-07-07,05:00:00,2026-07-07,05:00:00,,,1,N,2,0,3,
SYN-SITE-06,Synthetic Site F,N,SYN-E00355,,Closed,,2026-07-11,15:15:00,2026-07-11,16:15:00,2026-07-12,16:15:00,,,1,N,1,0,2,
SYN-SITE-03,Synthetic Site C,N,SYN-E00356,,Open,,2026-07-23,20:00:00,2026-07-23,21:00:00,2026-07-26,21:00:00,,,1,N,1,0,2,
SYN-SITE-02,Synthetic Site B,N,SYN-E00357,,Open,,2026-07-21,15:30:00,2026-07-22,16:30:00,2026-07-26,16:30:00,,,2,N,2,0,3,
SYN-SITE-05,Synthetic Site E,N,SYN-E00358,,Under Review,,2026-07-25,18:30:00,2026-07-25,19:30:00,2026-07-27,19:30:00,,,2,Y,2,0,3,
SYN-SITE-03,Synthetic Site C,N,SYN-E00359,,Closed,,2026-07-24,04:30:00,2026-07-25,05:30:00,2026-07-25,05:30:00,,,1,N,1,0,2,
SYN-SITE-05,Synthetic Site E,N,SYN-E00360,,Under Review,,2026-07-06,19:15:00,2026-07-06,20:15:00,2026-07-10,20:15:00,,,1,Y,1,0,2,
SYN-SITE-03,Synthetic Site C,N,SYN-E00361,,Closed,,2026-07-27,12:45:00,2026-08-01,13:45:00,2026-08-03,13:45:00,,,1,N,1,0,2,
SYN-SITE-02,Synthetic Site B,N,SYN-E00362,,Closed,,2026-07-03,14:00:00,2026-07-05,15:00:00,2026-07-08,15:00:00,,,1,N,1,0,1,
SYN-SITE-03,Synthetic Site C,N,SYN-E00363,,Closed,,2026-07-07,15:15:00,2026-07-07,16:15:00,2026-07-09,16:15:00,,,2,N,1,0,2,
SYN-SITE-01,Synthetic Site A,N,SYN-E00364,,Closed,,2026-07-23,15:30:00,2026-07-23,16:30:00,2026-07-27,16:30:00,,,1,N,1,0,2,
SYN-SITE-02,Synthetic Site B,N,SYN-E00365,,Under Review,,2026-07-24,19:00:00,2026-07-26,20:00:00,2026-07-30,20:00:00,,,2,N,1,0,2,
SYN-SITE-01,Synthetic Site A,N,SYN-E00366,,Under Review,,2026-07-02,14:15:00,2026-07-05,15:15:00,2026-07-06,15:15:00,,,2,N,1,0,2,
SYN-SITE-01,Synthetic Site A,N,SYN-E00367,,Closed,,2026-07-25,14:15:00,2026-07-27,15:15:00,2026-07-30,15:15:00,,,2,N,3,0,4,
SYN-SITE-02,Synthetic Site B,N,SYN-E00368,,Open,,2026-07-08,12:45:00,2026-07-11,13:45:00,2026-07-13,13:45:00,,,2,Y,0,0,0,
SYN-SITE-02,Synthetic Site B,N,SYN-E00369,,Open,,2026-07-17,00:15:00,2026-07-17,01:15:00,2026-07-21,01:15:00,,,2,Y,1,0,2,
SYN-SITE-06,Synthetic Site F,N,SYN-E00370,,Open,,2026-07-12,07:00:00,2026-07-12,08:00:00,2026-07-15,08:00:00,,,2,Y,1,0,1,
SYN-SITE-05,Synthetic Site E,N,SYN-E00371,,Under Review,,2026-07-08,08:15:00,2026-07-09,09:15:00,2026-07-13,09:15:00,,,2,N,1,0,2,
SYN-SITE-03,Synthetic Site C,N,SYN-E00372,,Closed,,2026-07-07,02:15:00,2026-07-07,03:15:00,2026-07-10,03:15:00,,,2,N,1,0,2,
SYN-SITE-05,Synthetic Site E,N,SYN-E00373,,Closed,,2026-07-04,00:45:00,2026-07-04,01:45:00,2026-07-08,01:45:00,,,1,N,2,0,3,
SYN-SITE-06,Synthetic Site F,N,SYN-E00374,,Under Review,,2026-07-19,02:15:00,2026-07-19,03:15:00,2026-07-21,03:15:00,,,2,N,1,0,1,
SYN-SITE-06,Synthetic Site F,N,SYN-E00375,,Closed,,2026-07-25,11:45:00,2026-07-27,12:45:00,2026-07-30,12:45:00,,,1,N,1,0,2,
SYN-SITE-04,Synthetic Site D,N,SYN-E00376,,Closed,,2026-07-15,11:45:00,2026-07-15,12:45:00,2026-07-17,12:45:00,,,1,N,2,0,3,
SYN-SITE-03,Synthetic Site C,N,SYN-E00377,,Closed,,2026-07-24,13:30:00,2026-07-27,14:30:00,2026-07-30,14:30:00,,,2,N,2,0,3,
SYN-SITE-05,Synthetic Site E,N,SYN-E00378,,Closed,,2026-07-19,08:15:00,2026-07-19,09:15:00,2026-07-20,09:15:00,,,1,N,3,0,4,
SYN-SITE-01,Synthetic Site A,N,SYN-E00379,,Open,,2026-07-02,05:30:00,2026-07-02,06:30:00,2026-07-02,06:30:00,,,1,N,1,0,1,
SYN-SITE-02,Synthetic Site B,N,SYN-E00380,,Closed,,2026-07-17,02:15:00,2026-07-17,03:15:00,2026-07-19,03:15:00,,,1,N,1,0,1,
SYN-SITE-04,Synthetic Site D,N,SYN-E00381,,Closed,,2026-07-26,13:00:00,2026-07-28,14:00:00,2026-07-31,14:00:00,,,1,N,1,0,2,
SYN-SITE-01,Synthetic Site A,N,SYN-E00382,,Under Review,,2026-07-29,14:30:00,2026-08-01,15:30:00,2026-08-04,15:30:00,,,2,N,1,0,1,
SYN-SITE-02,Synthetic Site B,N,SYN-E00383,,Closed,,2026-07-19,20:15:00,2026-07-22,21:15:00,2026-07-23,21:15:00,,,1,N,3,0,4,
SYN-SITE-01,Synthetic Site A,N,SYN-E00384,,Closed,,2026-07-14,13:45:00,2026-07-14,14:45:00,2026-07-18,14:45:00,,,2,N,1,0,2,
SYN-SITE-03,Synthetic Site C,N,SYN-E00385,,Open,,2026-08-29,05:15:00,2026-08-30,06:15:00,2026-09-03,06:15:00,,,1,N,1,0,2,
SYN-SITE-03,Synthetic Site C,N,SYN-E00386,,Open,,2026-08-08,03:15:00,2026-08-09,04:15:00,2026-08-13,04:15:00,,,1,N,1,0,2,
SYN-SITE-04,Synthetic Site D,N,SYN-E00387,,Closed,,2026-08-17,12:00:00,2026-08-17,13:00:00,2026-08-21,13:00:00,,,2,Y,1,0,1,
SYN-SITE-01,Synthetic Site A,N,SYN-E00388,,Closed,,2026-08-26,11:30:00,2026-08-29,12:30:00,2026-08-30,12:30:00,,,2,N,1,0,1,
SYN-SITE-01,Synthetic Site A,N,SYN-E00389,,Closed,,2026-08-22,16:45:00,2026-08-25,17:45:00,2026-08-26,17:45:00,,,1,N,1,0,1,
SYN-SITE-01,Synthetic Site A,N,SYN-E00390,,Under Review,,2026-08-13,03:00:00,2026-08-16,04:00:00,2026-08-16,04:00:00,,,2,N,1,0,1,
SYN-SITE-04,Synthetic Site D,N,SYN-E00391,,Under Review,,2026-08-02,00:45:00,2026-08-02,01:45:00,2026-08-05,01:45:00,,,1,N,0,0,0,
SYN-SITE-06,Synthetic Site F,N,SYN-E00392,,Under Review,,2026-08-16,00:30:00,2026-08-17,01:30:00,2026-08-19,01:30:00,,,2,N,2,0,3,
SYN-SITE-03,Synthetic Site C,N,SYN-E00393,,Closed,,2026-08-25,14:15:00,2026-08-26,15:15:00,2026-08-26,15:15:00,,,2,N,1,0,2,
SYN-SITE-02,Synthetic Site B,N,SYN-E00394,,Under Review,,2026-08-27,12:00:00,2026-08-27,13:00:00,2026-08-30,13:00:00,,,1,N,1,0,2,
SYN-SITE-04,Synthetic Site D,N,SYN-E00395,,Closed,,2026-08-28,14:30:00,2026-08-30,15:30:00,2026-09-02,15:30:00,,,1,Y,1,0,1,
SYN-SITE-04,Synthetic Site D,N,SYN-E00396,,Open,,2026-08-03,15:15:00,2026-08-06,16:15:00,2026-08-10,16:15:00,,,1,N,1,0,2,
SYN-SITE-03,Synthetic Site C,N,SYN-E00397,,Under Review,,2026-08-10,19:15:00,2026-08-12,20:15:00,2026-08-16,20:15:00,,,2,Y,2,0,3,
SYN-SITE-01,Synthetic Site A,N,SYN-E00398,,Closed,,2026-08-20,14:00:00,2026-08-21,15:00:00,2026-08-23,15:00:00,,,1,N,1,0,2,
SYN-SITE-01,Synthetic Site A,N,SYN-E00399,,Closed,,2026-08-17,18:15:00,2026-08-18,19:15:00,2026-08-18,19:15:00,,,2,N,1,0,1,
SYN-SITE-01,Synthetic Site A,N,SYN-E00400,,Closed,,2026-08-27,04:45:00,2026-08-27,05:45:00,2026-08-27,05:45:00,,,1,N,1,0,2,
SYN-SITE-03,Synthetic Site C,N,SYN-E00401,,Open,,2026-08-13,08:00:00,2026-08-18,09:00:00,2026-08-19,09:00:00,,,1,Y,3,0,4,
SYN-SITE-01,Synthetic Site A,N,SYN-E00402,,Open,,2026-08-06,20:30:00,2026-08-06,21:30:00,2026-08-06,21:30:00,,,1,N,1,0,2,
SYN-SITE-04,Synthetic Site D,N,SYN-E00403,,Closed,,2026-08-30,15:30:00,2026-08-31,16:30:00,2026-09-02,16:30:00,,,1,N,1,0,2,
SYN-SITE-01,Synthetic Site A,N,SYN-E00404,,Under Review,,2026-08-04,04:30:00,2026-08-04,05:30:00,2026-08-06,05:30:00,,,2,N,1,0,1,
SYN-SITE-03,Synthetic Site C,N,SYN-E00405,,Closed,,2026-08-17,16:15:00,2026-08-18,17:15:00,2026-08-21,17:15:00,,,1,N,2,0,3,
SYN-SITE-02,Synthetic Site B,N,SYN-E00406,,Closed,,2026-08-22,11:15:00,2026-08-23,12:15:00,2026-08-26,12:15:00,,,2,N,1,0,1,
SYN-SITE-01,Synthetic Site A,N,SYN-E00407,,Under Review,,2026-08-04,01:15:00,2026-08-05,02:15:00,2026-08-05,02:15:00,,,1,N,1,0,1,
SYN-SITE-01,Synthetic Site A,N,SYN-E00408,,Closed,,2026-08-25,11:30:00,2026-08-26,12:30:00,2026-08-28,12:30:00,,,1,N,1,0,2,
SYN-SITE-05,Synthetic Site E,N,SYN-E00409,,Under Review,,2026-08-15,07:00:00,2026-08-17,08:00:00,2026-08-21,08:00:00,,,2,N,1,0,1,
SYN-SITE-03,Synthetic Site C,N,SYN-E00410,,Closed,,2026-08-06,13:45:00,2026-08-06,14:45:00,2026-08-10,14:45:00,,,2,Y,1,0,1,
SYN-SITE-03,Synthetic Site C,N,SYN-E00411,,Open,,2026-08-27,02:15:00,2026-08-27,03:15:00,2026-08-27,03:15:00,,,2,Y,2,0,3,
SYN-SITE-01,Synthetic Site A,N,SYN-E00412,,Closed,,2026-08-28,03:15:00,2026-08-28,04:15:00,2026-08-30,04:15:00,,,2,N,1,0,1,
SYN-SITE-03,Synthetic Site C,N,SYN-E00413,,Open,,2026-08-15,08:00:00,2026-08-17,09:00:00,2026-08-18,09:00:00,,,1,N,1,0,1,
SYN-SITE-02,Synthetic Site B,N,SYN-E00414,,Open,,2026-08-03,17:45:00,2026-08-04,18:45:00,2026-08-06,18:45:00,,,1,N,0,0,0,
SYN-SITE-01,Synthetic Site A,N,SYN-E00415,,Open,,2026-08-18,09:30:00,2026-08-18,10:30:00,2026-08-22,10:30:00,,,2,N,1,0,1,
SYN-SITE-01,Synthetic Site A,N,SYN-E00416,,Under Review,,2026-08-31,05:15:00,2026-08-31,06:15:00,2026-09-01,06:15:00,,,1,N,1,0,2,
SYN-SITE-03,Synthetic Site C,N,SYN-E00417,,Under Review,,2026-08-17,07:45:00,2026-08-18,08:45:00,2026-08-18,08:45:00,,,2,N,1,0,2,
SYN-SITE-04,Synthetic Site D,N,SYN-E00418,,Under Review,,2026-08-14,20:30:00,2026-08-15,21:30:00,2026-08-17,21:30:00,,,1,N,2,0,3,
SYN-SITE-01,Synthetic Site A,N,SYN-E00419,,Closed,,2026-08-08,17:45:00,2026-08-08,18:45:00,2026-08-08,18:45:00,,,1,N,1,0,2,
SYN-SITE-04,Synthetic Site D,N,SYN-E00420,,Closed,,2026-08-01,17:45:00,2026-08-04,18:45:00,2026-08-08,18:45:00,,,1,Y,1,0,1,
